<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.06.13	12:00:00	1.15095	1.15223	1.15061	1.15160	3833	0	9
2025.06.13	13:00:00	1.15158	1.15271	1.15008	1.15230	4418	0	9
2025.06.13	14:00:00	1.15232	1.15458	1.15207	1.15439	4730	0	9
2025.06.13	15:00:00	1.15439	1.15692	1.15376	1.15562	4083	0	9
2025.06.13	16:00:00	1.15560	1.15656	1.15520	1.15543	2938	0	9
2025.06.13	17:00:00	1.15542	1.15553	1.15367	1.15486	2688	0	9
2025.06.13	18:00:00	1.15487	1.15506	1.15330	1.15410	3181	0	9
2025.06.13	19:00:00	1.15408	1.15513	1.15363	1.15495	2258	0	9
2025.06.13	20:00:00	1.15494	1.15511	1.15375	1.15497	1972	0	9
2025.06.15	21:00:00	1.15272	1.15332	1.15252	1.15306	576	0	57
2025.06.15	22:00:00	1.15321	1.15470	1.15253	1.15408	2542	0	9
2025.06.15	23:00:00	1.15410	1.15419	1.15272	1.15375	2259	0	9
2025.06.16	00:00:00	1.15375	1.15466	1.15303	1.15342	2755	0	9
2025.06.16	01:00:00	1.15340	1.15438	1.15315	1.15317	2861	0	9
2025.06.16	02:00:00	1.15321	1.15358	1.15260	1.15304	2182	0	9
2025.06.16	03:00:00	1.15304	1.15344	1.15234	1.15271	1864	0	9
2025.06.16	04:00:00	1.15271	1.15367	1.15268	1.15356	1645	0	9
2025.06.16	05:00:00	1.15354	1.15618	1.15354	1.15565	2856	0	9
2025.06.16	06:00:00	1.15567	1.15754	1.15396	1.15731	4568	0	9
2025.06.16	07:00:00	1.15729	1.15866	1.15667	1.15787	4540	0	9
2025.06.16	08:00:00	1.15786	1.15845	1.15750	1.15780	3013	0	9
2025.06.16	09:00:00	1.15783	1.15841	1.15756	1.15835	2563	0	9
2025.06.16	10:00:00	1.15836	1.15857	1.15720	1.15750	2565	0	9
2025.06.16	11:00:00	1.15748	1.15833	1.15694	1.15724	2679	0	9
2025.06.16	12:00:00	1.15725	1.15846	1.15704	1.15836	3294	0	9
2025.06.16	13:00:00	1.15838	1.16046	1.15838	1.16006	5268	0	9
2025.06.16	14:00:00	1.16009	1.16145	1.15892	1.15907	5426	0	9
2025.06.16	15:00:00	1.15906	1.15945	1.15788	1.15798	3816	0	9
2025.06.16	16:00:00	1.15800	1.15857	1.15780	1.15835	2516	0	9
2025.06.16	17:00:00	1.15837	1.15848	1.15723	1.15776	1950	0	9
2025.06.16	18:00:00	1.15775	1.15810	1.15734	1.15797	1982	0	9
2025.06.16	19:00:00	1.15795	1.15795	1.15545	1.15554	2088	0	9
2025.06.16	20:00:00	1.15552	1.15633	1.15544	1.15597	1018	0	9
2025.06.16	21:00:00	1.15595	1.15612	1.15538	1.15611	767	0	19
2025.06.16	22:00:00	1.15627	1.15637	1.15530	1.15556	1634	0	9
2025.06.16	23:00:00	1.15555	1.15618	1.15488	1.15534	1844	0	9
2025.06.17	00:00:00	1.15535	1.15542	1.15423	1.15494	2677	0	9
2025.06.17	01:00:00	1.15497	1.15599	1.15492	1.15538	2019	0	9
2025.06.17	02:00:00	1.15540	1.15605	1.15454	1.15582	2217	0	9
2025.06.17	03:00:00	1.15583	1.15635	1.15547	1.15615	2358	0	9
2025.06.17	04:00:00	1.15615	1.15668	1.15592	1.15607	1691	0	9
2025.06.17	05:00:00	1.15606	1.15653	1.15523	1.15577	2010	0	9
2025.06.17	06:00:00	1.15575	1.15720	1.15525	1.15618	3182	0	9
2025.06.17	07:00:00	1.15619	1.15633	1.15447	1.15575	3762	0	9
2025.06.17	08:00:00	1.15573	1.15596	1.15494	1.15516	2822	0	9
2025.06.17	09:00:00	1.15517	1.15606	1.15499	1.15564	3055	0	9
2025.06.17	10:00:00	1.15565	1.15684	1.15546	1.15677	2434	0	9
2025.06.17	11:00:00	1.15676	1.15732	1.15572	1.15611	2574	0	9
2025.06.17	12:00:00	1.15612	1.15800	1.15471	1.15499	4740	0	9
2025.06.17	13:00:00	1.15500	1.15690	1.15500	1.15582	4262	0	9
2025.06.17	14:00:00	1.15582	1.15606	1.15103	1.15262	5968	0	9
2025.06.17	15:00:00	1.15260	1.15349	1.15182	1.15340	4114	0	9
2025.06.17	16:00:00	1.15337	1.15388	1.14983	1.15023	3829	0	9
2025.06.17	17:00:00	1.15024	1.15082	1.14778	1.14860	5111	0	9
2025.06.17	18:00:00	1.14861	1.14901	1.14743	1.14794	3602	0	9
2025.06.17	19:00:00	1.14792	1.14884	1.14766	1.14840	2462	0	9
2025.06.17	20:00:00	1.14842	1.14854	1.14743	1.14799	1764	0	9
2025.06.17	21:00:00	1.14797	1.14818	1.14738	1.14818	713	0	13
2025.06.17	22:00:00	1.14818	1.14836	1.14744	1.14748	884	0	9
2025.06.17	23:00:00	1.14751	1.14825	1.14746	1.14817	1230	0	9
2025.06.18	00:00:00	1.14815	1.14963	1.14803	1.14918	3239	0	9
2025.06.18	01:00:00	1.14917	1.15003	1.14889	1.14966	2528	0	9
2025.06.18	02:00:00	1.14964	1.15007	1.14928	1.14974	1846	0	9
2025.06.18	03:00:00	1.14972	1.15046	1.14956	1.14995	1614	0	9
2025.06.18	04:00:00	1.14995	1.15075	1.14961	1.15051	1556	0	9
2025.06.18	05:00:00	1.15054	1.15067	1.14999	1.15039	1646	0	9
2025.06.18	06:00:00	1.15037	1.15147	1.15002	1.15101	3154	0	9
2025.06.18	07:00:00	1.15100	1.15229	1.15089	1.15130	3298	0	9
2025.06.18	08:00:00	1.15127	1.15158	1.14980	1.15022	2760	0	9
2025.06.18	09:00:00	1.15017	1.15101	1.14966	1.15033	2690	0	9
2025.06.18	10:00:00	1.15033	1.15104	1.14916	1.14933	2577	0	9
2025.06.18	11:00:00	1.14932	1.15082	1.14916	1.15070	2579	0	9
2025.06.18	12:00:00	1.15073	1.15163	1.15005	1.15055	3282	0	9
2025.06.18	13:00:00	1.15054	1.15085	1.14876	1.14883	3846	0	9
2025.06.18	14:00:00	1.14883	1.15232	1.14840	1.15068	7461	0	9
2025.06.18	15:00:00	1.15069	1.15299	1.15054	1.15198	3845	0	9
2025.06.18	16:00:00	1.15199	1.15248	1.15012	1.15026	2549	0	9
2025.06.18	17:00:00	1.15026	1.15088	1.14877	1.14980	2108	0	9
2025.06.18	18:00:00	1.14983	1.15289	1.14736	1.14743	11736	0	9
